pair_ID,sentence
8789,A boy is jumping rope on a sidewalk near a parking garage
8790,A young girl is jumping rope on a sidewalk near a parking garage
8790,A girl is skipping rope on a sidewalk
8791,A girl is skipping rope on a sidewalk
8791,A boy is jumping rope on a sidewalk near a parking garage
8792,A girl is jumping rope on a sidewalk near a parking garage
8792,A girl is skipping rope on near a street
8793,A girl is skipping rope in a park
8793,A girl is jumping rope on a sidewalk near a parking garage
8794,A girl is jumping rope on a sidewalk near a parking garage
8794,A girl is skipping rope on a sidewalk
8795,People are clustered around a bonfire at night
8795,People are sitting around a bonfire at night
8796,People are clustered around a bonfire at night
8796,People are clustered around a bonfire at morning
8797,Several people are sitting around a fire at night
8797,Several people are gathered around a fire at night
8798,No people is sitting around a fire at night
8798,Several people are sitting around a fire at night
8799,People are clustered around a bonfire at night
8799,Several people are gathered around a fire at night
8800,No people is sitting around a fire at night
8800,People are clustered around a bonfire at night
8801,People are sitting around a bonfire at night
8801,Several people are sitting around a fire at night
8802,People are clustered around a bonfire at morning
8802,Several people are sitting around a fire at night
8803,Several people are sitting around a fire at night
8803,People are clustered around a bonfire at night
8804,A brown dog is standing in a lake
8804,A brown dog is standing in the water
8805,A white dog is standing in a lake
8805,A brown dog is standing in a lake
8806,A dog is swimming in a body of water
8806,An animal is swimming in a body of water
8807,A dog is not swimming in a body of water
8807,A dog is swimming in a body of water
8808,An animal is swimming in a body of water
8808,A brown dog is standing in a lake
8809,A dog is not swimming in a body of water
8809,A brown dog is standing in a lake
8810,A brown dog is standing in the water
8810,A dog is swimming in a body of water
8811,A white dog is standing in a lake
8811,A dog is swimming in a body of water
8812,A brown dog is standing in a lake
8812,A dog is swimming in a body of water
8813,Two dogs are running through the park
8813,Two animals are running through the park
8814,Two dogs are running through the beach
8814,Two dogs are running through the park
8815,Two dogs are running quickly through the park
8815,Two dogs are running quickly through a park
8816,Two dogs are walking slowly through a park
8816,Two dogs are running quickly through a park
8817,Two dogs are running quickly through the park
8817,Two dogs are running through the park
8818,Two dogs are walking slowly through a park
8818,Two dogs are running through the park
8819,Two animals are running through the park
8819,Two dogs are running quickly through a park
8820,Two dogs are running through the beach
8820,Two dogs are running quickly through a park
8821,Two dogs are running quickly through a park
8821,Two dogs are running through the park
8822,A boy is speeding down a steep slide
8822,A kid is speeding down a steep slide
8823,A girl is speeding down a steep slide
8823,A boy is speeding down a steep slide
8824,A boy is wearing all black and is sliding down a blow up yellow slide
8824,A boy is wearing all black and is sliding down a blow up slide
8825,A boy is wearing all black and is sliding down a blow up yellow slide
8825,A girl is wearing all black and is sliding down a blow up yellow slide
8826,A boy is speeding down a steep slide
8826,A boy is wearing all black and is sliding down a blow up slide
8827,A boy is speeding down a steep slide
8827,A girl is wearing all black and is sliding down a blow up yellow slide
8828,A boy is wearing all black and is sliding down a blow up yellow slide
8828,A kid is speeding down a steep slide
8829,A boy is wearing all black and is sliding down a blow up yellow slide
8829,A girl is speeding down a steep slide
8830,A boy is speeding down a steep slide
8830,A boy is wearing all black and is sliding down a blow up yellow slide
8831,A man is hanging on the ledge of a balcony
8831,A man is leaning on the ledge of a balcony
8832,A woman is leaning on the ledge of a balcony
8832,A man is leaning on the ledge of a balcony
8833,A man with a white moustache is standing on a balcony and is looking at the road below
8833,A man with moustaches is standing on a balcony and is looking at the road below
8834,A man with a white moustache is sitting on a balcony and is looking at the road below
8834,A man with a white moustache is standing on a balcony and is looking at the road below
8835,A man is leaning on the ledge of a balcony
8835,A man with moustaches is standing on a balcony and is looking at the road below
8836,A man with a white moustache is sitting on a balcony and is looking at the road below
8836,A man is leaning on the ledge of a balcony
8837,A man with a white moustache is standing on a balcony and is looking at the road below
8837,A man is hanging on the ledge of a balcony
8838,A woman is leaning on the ledge of a balcony
8838,A man with a white moustache is standing on a balcony and is looking at the road below
8839,A man with a white moustache is standing on a balcony and is looking at the road below
8839,A man is leaning on the ledge of a balcony
8840,A small white dog is running in a lawn
8840,A small white dog is running across a lawn
8841,A small white dog is running across a lawn
8841,A big white dog is running across a lawn
8842,A brown and white dog with a brown and black bandanna is quickly running 
8842,A brown and white dog with a brown and black bandanna is running very fast
