pair_ID	sentence_A	sentence_B	entailment_label	relatedness_score	entailment_AB	entailment_BA	sentence_A_original	sentence_B_original	sentence_A_dataset	sentence_B_dataset	SemEval_set,[sentence_A, sentence_B]
9560	A brown dog is running in the snow	A black dog is running in the snow	NEUTRAL	4.1	A_neutral_B	B_neutral_A	brown dog runs in snow	brown dog runs in snow	FLICKR	FLICKR	TEST,[brown, black]
9568	An elderly woman is sitting on a bench and is wearing a gray jacket and black pants	The woman is sitting on a bench and is wearing a gray jacket and black pants	ENTAILMENT	4.4	A_entails_B	B_neutral_A	older woman setting on a bench with people walking past her she is wearing a gray jacket and black pants	older woman setting on a bench with people walking past her she is wearing a gray jacket and black pants	FLICKR	FLICKR	TEST,[An, elderly]
9576	A dog is fetching a stick out of very clear water	A dog is fetching a stick out of very dirty water	NEUTRAL	4	A_neutral_B	B_contradicts_A	a dog is fetching a stick out of very clear water	a dog is fetching a stick out of very clear water	FLICKR	FLICKR	TRAIN,[clear, dirty]
9577	A small black and white dog is carrying a stick and is swimming	A small black and white dog is biting a stick and is swimming	ENTAILMENT	4.3	A_entails_B	B_entails_A	a small black and white dog carries a stick while swimming	a small black and white dog carries a stick while swimming	FLICKR	FLICKR	TRAIN,[carrying, biting]
9578	A small black and white dog is carrying a stick and is swimming	A big black and white dog is carrying a stick and is swimming	NEUTRAL	4	A_neutral_B	B_neutral_A	a small black and white dog carries a stick while swimming	a small black and white dog carries a stick while swimming	FLICKR	FLICKR	TRAIN,[small, big]
9584	The woman is holding the paintbrush next to the artist's easel 	The lady is holding the paintbrush next to the artist's easel 	ENTAILMENT	4.9	A_entails_B	B_entails_A	the lady holds her paintbrush next to the artist's easel	the lady holds her paintbrush next to the artist's easel	FLICKR	FLICKR	TRIAL,[woman, lady]
9585	The lady is holding the paintbrush next to the artist's easel 	There is no lady holding the paintbrush next to the artist's easel 	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	the lady holds her paintbrush next to the artist's easel	the lady holds her paintbrush next to the artist's easel	FLICKR	FLICKR	TEST,[There, no]
9587	The girl in the blue coverall is painting	The boy in the blue coverall is painting	NEUTRAL	3.6	A_neutral_B	B_neutral_A	girl in blue coverall painting	girl in blue coverall painting	FLICKR	FLICKR	TEST,[girl, boy]
9598	A yellow dog is running up a sandy path	A yellow dog is running down a sandy path	NEUTRAL	4.3	A_neutral_B	B_neutral_A	a yellow dog running down a sandy path	a yellow dog running down a sandy path	FLICKR	FLICKR	TEST,[up, down]
9605	There is no black and white dog jumping for a ball	A black and white dog is jumping for a ball	CONTRADICTION	3.2	A_contradicts_B	B_contradicts_A	black and white dog jumps for ball	black and white dog jumps for ball	FLICKR	FLICKR	TRAIN,[There, no]
9607	There is no dog standing on one leg and is waiting for a soccer ball	A dog is standing on one leg and is waiting for a soccer ball	CONTRADICTION	4.2	A_contradicts_B	B_contradicts_A	a dog stands on one leg and tries to get a soccer ball	a dog stands on one leg and tries to get a soccer ball	FLICKR	FLICKR	TRAIN,[There, no]
9613	Two men are seated on a camel and another camel is in the foreground	Two people are seated on a camel and another camel is in the foreground	ENTAILMENT	4.4	A_entails_B	B_neutral_A	two people are seated on a camel while another camel is in the foreground	two people are seated on a camel while another camel is in the foreground	FLICKR	FLICKR	TEST,[men, people]
9614	Two people are seated near a camel and another camel is in the foreground	Two people are seated on a camel and another camel is in the foreground	NEUTRAL	4	A_contradicts_B	B_neutral_A	two people are seated on a camel while another camel is in the foreground	two people are seated on a camel while another camel is in the foreground	FLICKR	FLICKR	TEST,[near, on]
9622	A man is wearing a blue shirt and walking barefoot on a tennis court	A person is wearing a blue shirt and walking barefoot on a tennis court	ENTAILMENT	4.3	A_entails_B	B_neutral_A	a man wearing a blue shirt walking barefoot on a tennis court	a man wearing a blue shirt walking barefoot on a tennis court	FLICKR	FLICKR	TEST,[man, person]
9623	A man is wearing a blue shirt and walking barefoot on a tennis court	A woman is wearing a blue shirt and walking barefoot on a tennis court	NEUTRAL	3.6	A_neutral_B	B_neutral_A	a man wearing a blue shirt walking barefoot on a tennis court	a man wearing a blue shirt walking barefoot on a tennis court	FLICKR	FLICKR	TRIAL,[man, woman]
9624	A barefoot man in pajamas is looking toward the stars and is walking on the tennis court	A barefoot man in pajamas is looking toward the sky and is walking on the tennis court	ENTAILMENT	4.6	A_entails_B	B_entails_A	a barefoot man in his pajamas is looking toward the sky while walking on the tennis court	a barefoot man in his pajamas is looking toward the sky while walking on the tennis court	FLICKR	FLICKR	TRAIN,[stars, sky]
9625	A barefoot man in pajamas is looking toward the sky and is walking on the tennis court	A barefoot man in pajamas is looking toward the sky and is standing on the tennis court	NEUTRAL	4	A_contradicts_B	B_neutral_A	a barefoot man in his pajamas is looking toward the sky while walking on the tennis court	a barefoot man in his pajamas is looking toward the sky while walking on the tennis court	FLICKR	FLICKR	TEST,[walking, standing]
9632	The man is swimming in a body of water near a waterfall	The man is standing in a body of water near a waterfall	NEUTRAL	4	A_neutral_B	B_neutral_A	the man stands in a body of water near a waterfall	the man stands in a body of water near a waterfall	FLICKR	FLICKR	TRAIN,[swimming, standing]
9635	A woman is standing in the water at the base of a waterfall	A man is standing in the water at the base of a waterfall	NEUTRAL	3.6	A_neutral_B	B_neutral_A	a man standing in the water at the base of a waterfall	a man standing in the water at the base of a waterfall	FLICKR	FLICKR	TRAIN,[woman, man]
9642	A brown and white dog is running through the river	A brown and white dog is running through the water	ENTAILMENT	4.8	A_entails_B	B_neutral_A	a brown and white dog is running through the river	a brown and white dog is running through the river	FLICKR	FLICKR	TEST,[river, water]
9651	A brown and white dog is catching a dirty tennis ball in a dirt field	A brown and white dog is biting a dirty tennis ball in a dirt field	NEUTRAL	4.1	A_neutral_B	B_neutral_A	a brown and white dog attempts to catch a dirty tennis ball in a dirt field	a brown and white dog attempts to catch a dirty tennis ball in a dirt field	FLICKR	FLICKR	TRAIN,[catching, biting]
9652	A brown and white dog is catching a dirty tennis ball in a dirt field	A brown and white dog is catching a dirty golf ball in a dirt field	NEUTRAL	3.5	A_contradicts_B	B_neutral_A	a brown and white dog attempts to catch a dirty tennis ball in a dirt field	a brown and white dog attempts to catch a dirty tennis ball in a dirt field	FLICKR	FLICKR	TEST,[tennis, golf]
9653	A dog is running on the beach and chasing a ball	A dog is running on the sand and chasing a ball	ENTAILMENT	4.4	A_entails_B	B_neutral_A	a dog is running on the sand whilst chasing a ball	a dog is running on the sand whilst chasing a ball	FLICKR	FLICKR	TRAIN,[beach, sand]
9654	A dog is running on the sand and chasing a ball	A dog is running on the grass and chasing a ball	NEUTRAL	3.6	A_neutral_B	B_neutral_A	a dog is running on the sand whilst chasing a ball	a dog is running on the sand whilst chasing a ball	FLICKR	FLICKR	TEST,[sand, grass]
9661	A shirtless woman is leading a horse that is pulling a carriage	A shirtless man is leading a horse that is pulling a carriage	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	a shirtless man leading a horse that is pulling a carriage	a shirtless man leading a horse that is pulling a carriage	FLICKR	FLICKR	TEST,[woman, man]
9663	A shirtless man is escorting a horse that is pulling a carriage along a paved road	A shirtless man is escorting a horse that is pulling a carriage along a dirty road	NEUTRAL	4.4	A_neutral_B	B_neutral_A	a shirtless man escorts a horse pulling a carriage along a paved road	a shirtless man escorts a horse pulling a carriage along a paved road	FLICKR	FLICKR	TEST,[paved, dirty]
9672	A little boy and a woman wearing a yellow shirt are getting splashed by a city fountain	A little girl and a woman wearing a yellow shirt are getting splashed by a city fountain	NEUTRAL	4.2	A_neutral_B	B_neutral_A	a little girl and woman wearing a yellow shirt get splashed by a city fountain	a little girl and woman wearing a yellow shirt get splashed by a city fountain	FLICKR	FLICKR	TEST,[boy, girl]
9678	A woman in an orange shirt and clown makeup is standing in a park and others are looking on	A girl in an orange shirt and clown makeup is standing in a park and others are looking on	ENTAILMENT	4.3	A_entails_B	B_neutral_A	a girl in orange shirt and clown makeup stands in a park while others look on	a girl in orange shirt and clown makeup stands in a park while others look on	FLICKR	FLICKR	TRAIN,[woman, girl]
9679	A girl in an orange shirt and clown makeup is walking in a park and others are looking on	A girl in an orange shirt and clown makeup is standing in a park and others are looking on	NEUTRAL	4.3	A_neutral_B	B_contradicts_A	a girl in orange shirt and clown makeup stands in a park while others look on	a girl in orange shirt and clown makeup stands in a park while others look on	FLICKR	FLICKR	TEST,[walking, standing]
9681	A girl is wearing an orange shirt and a striped tie	A boy is wearing an orange shirt and a striped tie	NEUTRAL	3.4	A_contradicts_B	B_neutral_A	a girl in a orange shirt and a stripe tie	a girl in a orange shirt and a stripe tie	FLICKR	FLICKR	TEST,[girl, boy]
9687	A man is performing a jump on a bicycle	A cyclist is performing a jump on a bicycle	NEUTRAL	4.4	A_neutral_B	B_neutral_A	a cyclist performing a jump on a bicycle	a cyclist performing a jump on a bicycle	FLICKR	FLICKR	TRAIN,[man, cyclist]
9688	There is no cyclist performing a jump on a bicycle	A cyclist is performing a jump on a bicycle	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	a cyclist performing a jump on a bicycle	a cyclist performing a jump on a bicycle	FLICKR	FLICKR	TEST,[There, no]
9697	A woman is showing a small cat to an infant	A woman is showing a small dog to an infant	NEUTRAL	3.5	A_contradicts_B	B_neutral_A	a woman showing a small dog to an infant	a woman showing a small dog to an infant	FLICKR	FLICKR	TRAIN,[cat, dog]
9698	A woman is crouching down next to a dog and is smiling at a young girl sitting on the sidewalk	A woman is crouching down next to a dog and is smiling at a little girl sitting on the sidewalk	ENTAILMENT	4.8	A_entails_B	B_entails_A	a woman crouches down next to her terrier dog to smile at a little girl sitting on the sidewalk	a woman crouches down next to her terrier dog to smile at a little girl sitting on the sidewalk	FLICKR	FLICKR	TRAIN,[young, little]
9699	A woman is crouching down next to a dog and is smiling at a little girl sitting on the sidewalk	A man is crouching down next to a dog and is smiling at a little girl sitting on the sidewalk	NEUTRAL	4.2	A_neutral_B	B_neutral_A	a woman crouches down next to her terrier dog to smile at a little girl sitting on the sidewalk	a woman crouches down next to her terrier dog to smile at a little girl sitting on the sidewalk	FLICKR	FLICKR	TRAIN,[woman, man]
9705	A black and white dog with a large branch is running in the field	A black and white dog with a large branch is running in the grass	ENTAILMENT	4.3	A_entails_B	B_neutral_A	there is a black and white dog with a large branch running in the field	there is a black and white dog with a large branch running in the field	FLICKR	FLICKR	TEST,[field, grass]
9706	A black and white dog with a large branch is standing in the field	A black and white dog with a large branch is running in the field	CONTRADICTION	4.2	A_contradicts_B	B_contradicts_A	there is a black and white dog with a large branch running in the field	there is a black and white dog with a large branch running in the field	FLICKR	FLICKR	TRIAL,[standing, running]
9707	A black and white dog is carrying a big stick on the green grass	A black and white dog is carrying a huge stick on the green grass	ENTAILMENT	4.7	A_entails_B	B_entails_A	a black and white dog carries a huge stick on the green grass	a black and white dog carries a huge stick on the green grass	FLICKR	FLICKR	TEST,[big, huge]
9708	A black and white dog is carrying a small stick on the green grass	A black and white dog is carrying a huge stick on the green grass	NEUTRAL	4	A_contradicts_B	B_neutral_A	a black and white dog carries a huge stick on the green grass	a black and white dog carries a huge stick on the green grass	FLICKR	FLICKR	TRAIN,[small, huge]
9714	A boy wearing a striped shirt is running barefoot on the sandy hill	A kid wearing a striped shirt is running barefoot on the sandy hill	ENTAILMENT	4.5	A_entails_B	B_neutral_A	a boy wearing a striped shirt runs barefoot in the sandy hill	a boy wearing a striped shirt runs barefoot in the sandy hill	FLICKR	FLICKR	TEST,[boy, kid]
9715	A boy wearing a striped shirt is running barefoot on the sandy hill	A girl wearing a striped shirt is running barefoot on the sandy hill	NEUTRAL	3.7	A_neutral_B	B_neutral_A	a boy wearing a striped shirt runs barefoot in the sandy hill	a boy wearing a striped shirt runs barefoot in the sandy hill	FLICKR	FLICKR	TRAIN,[boy, girl]
