Pair ID;sentence_A;sentence_B;entailment_AB;entailment_BA;Annotation;Comments;If ungrammatical, corrected into*;*(the annotation label concerns the grammatical sentence)
9148;A lady is wearing a black dress and is carrying a white cross;A lady is dressed in black and is carrying a white cross;A_entails_B;B_neutral_A;correct: A entails B;;;
9150;A woman in a black dress is pulling a cart and is standing in front of two men who are seated on a park bench;A woman in a black dress is pulling a cart and is standing near two men who are seated on a park bench;A_entails_B;B_neutral_A;correct: A entails B;;;
9157;A boy in a swimsuit is sitting on top of a circular fountain;A boy in a swimsuit is sitting on a circular fountain;A_entails_B;B_neutral_A;correct: A entails B;;;
9175;The person is hiking;The person is walking;A_entails_B;B_neutral_A;correct: A entails B;;;
9179;A distant person with a blue backpack is hiking area full of rocks;The person is hiking;A_entails_B;B_neutral_A;correct: A entails B;;;
9181;A distant person with a blue backpack is hiking in rocky area;The person is walking;A_entails_B;B_neutral_A;correct: A entails B;;;
9183;A distant person with a blue backpack is hiking in rocky area;The person is hiking;A_entails_B;B_neutral_A;correct: A entails B;;;
9186;A dog is turning on the grass and pursuing a flying tennis ball;A dog is turning on the grass and pursuing a flying ball;A_entails_B;B_neutral_A;correct: A entails B;;;
9195;A lady is standing on the street and is surrounded by school children;A lady is standing on the street and is surrounded by kids;A_entails_B;B_neutral_A;correct: A entails B;;;
9207;A woman is wearing paint and costume pieces and is riding a bike on a empty street;A girl in a strange outfit is riding the bike;A_entails_B;B_neutral_A;wrong: A should be neutral to B;wearing paint and costume pieces !=> strange outfit;;
9220;The black dog is carrying a blue and white ball in its mouth;The black dog is carrying a blue and white toy in its mouth;A_entails_B;B_neutral_A;correct: A entails B;;;
9222;A dog is running with a volleyball;A dog is running with a ball;A_entails_B;B_neutral_A;correct: A entails B;;;
9229;A girl in a band is playing the flute;A girl in a band is playing an instrument;A_entails_B;B_neutral_A;correct: A entails B;;;
9231;A girl in a uniform is playing the flute with a marching band;A girl in a uniform is playing the flute with a band;A_entails_B;B_neutral_A;correct: A entails B;;;
9233;A girl in a uniform is playing the flute with a band;A girl in a band is playing the flute;A_entails_B;B_neutral_A;correct: A entails B;;;
9235;A girl in a uniform is playing the flute with a marching band;A girl in a band is playing an instrument;A_entails_B;B_neutral_A;correct: A entails B;;;
9237;A girl in a uniform is playing the flute with a marching band;A girl in a band is playing the flute;A_entails_B;B_neutral_A;correct: A entails B;;;
9238;A man is standing at the wheel of a classic American car that has its door and trunk open;A person is standing at the wheel of a classic American car that has its door and trunk open;A_entails_B;B_neutral_A;correct: A entails B;;;
9247;Two people are sitting on a white bench;Two people are sitting on a bench;A_entails_B;B_neutral_A;correct: A entails B;;;
9265;Two dogs are in a kennel on their hind legs and are facing one another;Two animals are in a kennel on their hind legs and are facing one another;A_entails_B;B_neutral_A;correct: A entails B;;;
9266;Two dogs are in a kennel on their hind legs and are facing one another;Two cats are in a kennel on their hind legs and are facing one another;A_entails_B;B_neutral_A;wrong: A should be neutral to B;dogs !=> cats;;
9267;A black dog and a yellow dog are playing with each other;Two dogs are playing with each other;A_entails_B;B_neutral_A;correct: A entails B;;;
9276;Two women with dogs are walking on a forest path;Two girl with dogs are walking on a forest path;A_entails_B;B_neutral_A;correct: A entails B;;;
9278;Two girl with dogs are walking on a forest path;Two dogs and two people are walking in the woods;A_entails_B;B_neutral_A;wrong: A should be neutral to B;two dogs !=> dogs;;
9283;A man is snowboarding down a railing in the snow;A person is snowboarding down a railing in the snow;A_entails_B;B_neutral_A;correct: A entails B;;;
9292;Two men are taking a break from construction;Two men are taking a break from work;A_entails_B;B_neutral_A;correct: A entails B;;;
9294;Two construction workers are sitting up on the side of a palace;Two construction workers are sitting up on the side of a building;A_entails_B;B_neutral_A;correct: A entails B;;;
9310;A snowboarder is grinding down a long concrete rail;A snowboarder is grinding down a long rail;A_entails_B;B_neutral_A;correct: A entails B;;;
9312;A person is doing acrobatics on a snowboard;A person is doing a trick on a snowboard;A_entails_B;B_neutral_A;correct: A entails B;;;
9321;Three friends are making faces for the camera;The friends are making faces for the camera;A_entails_B;B_neutral_A;correct: A entails B;;;
9332;A group of people is walking down the street and a person in a green hat is on the phone;A group of people is walking down the street and a person in a hat is on the phone;A_entails_B;B_neutral_A;correct: A entails B;;;
9334;Four people are walking along a city sidewalk and the one in the green hat is talking on a cell phone;A group of people is walking down the street and a person in a hat is on the phone;A_entails_B;B_neutral_A;correct: A entails B;;;
9338;Four people are walking along a city sidewalk and the one in the green hat is talking on a cell phone;A group of people is walking down the street and a person in a green hat is on the phone;A_entails_B;B_neutral_A;correct: A entails B;;;
9339;A man is standing in the snow at the edge of a mountain;A person is standing in the snow at the edge of a mountain;A_entails_B;B_neutral_A;correct: A entails B;;;
9348;Three women are sitting together near woven walls;Some women are sitting together near woven walls;A_entails_B;B_neutral_A;correct: A entails B;;;
9350;Three women are resting in a village;Three women are sitting in a village;A_entails_B;B_neutral_A;wrong: A should be neutral to B;resting !=> siting;;
9368;A man in a red jacket and khaki pants is walking through an American state;A person in a red jacket and khaki pants is walking through an American state;A_entails_B;B_neutral_A;correct: A entails B;;;
9375;The players is maneuvering for the soccer ball;The players is maneuvering for the ball;A_entails_B;B_neutral_A;correct: A entails B;;;
9377;A man in green is hitting a soccer ball and a man in purple and white is falling down;A man in green is kicking a soccer ball and a man in purple and white is falling down;A_entails_B;B_neutral_A;correct: A entails B;;;
9384;A kid is splashing in the ocean;A kid is splashing in the water;A_entails_B;B_neutral_A;correct: A entails B;;;
9386;Two children are playing in the surf;Two children are playing;A_entails_B;B_neutral_A;correct: A entails B;;;
9393;A man is wearing a purple shirt and black leather chaps and is posing for the camera;A model is wearing a purple shirt and black leather chaps and is posing for the camera;A_entails_B;B_neutral_A;wrong: A should be neutral to B;man !=> model;;
9402;Two dogs are running and trying to catch a soccer ball;Two dogs are running and trying to catch a ball;A_entails_B;B_neutral_A;correct: A entails B;;;
9411;Two people dressed in green and red costumes are outside on the sidewalk;Two people dressed in green and red costumes are outside near the street;A_entails_B;B_neutral_A;correct: A entails B;;;
9413;Men in costumes are walking around in the street;People in costumes are walking around in the street;A_entails_B;B_neutral_A;correct: A entails B;;;
9426;A dog is in an area full of sand with the sand that is being stirred up into the air and several plants are in the background;A dog is in the sand that is blowing in the wind;A_entails_B;B_neutral_A;correct: A entails B;;;
9428;A dog is in the sand that is blowing in the wind;A dog is in a sandy area with the sand that is being stirred up into the air and several plants are in the background;A_entails_B;B_neutral_A;wrong: A should be neutral to B;different sentences;;
9433;The black and white dog is running in a green yard;A black and white dog is running outdoors;A_entails_B;B_neutral_A;correct: A entails B;;;
9435;The black and white dog is running in a field;The black and white dog is running outdoors;A_entails_B;B_neutral_A;correct: A entails B;;;
9437;The black and white dog is running in a green yard;The black and white dog is running outdoors;A_entails_B;B_neutral_A;correct: A entails B;;;
9438;A couple standing on the curb;A man and a woman are standing on the curb;A_entails_B;B_neutral_A;wrong: A should be neutral to B;couple !=> man and woman;;
9446;A woman wearing a blue shirt and high heels is standing on the sidewalk next to a man;A man and a woman are standing on the curb;A_entails_B;B_neutral_A;wrong: A should be neutral to B;he could be in the street;;
9450;A dog is jumping high into the air in the country;A dog is jumping into the air in the country;A_entails_B;B_neutral_A;correct: A entails B;;;
9460;A stuntman on a bike is in the air near a body of water;A person on a bike is in the air near a body of water;A_entails_B;B_neutral_A;correct: A entails B;;;
9467;A young boy is sitting in a bathing suit and waiting for the next race;A young swimmer is sitting in a bathing suit and waiting for the next race;A_entails_B;B_neutral_A;wrong: A should be neutral to B;young boy !=> swimmer;;
9471;A young swimmer is sitting in a bathing suit and waiting for the next race;A kid is waiting wearing swim gear;A_entails_B;B_neutral_A;correct: A entails B;;;
9473;A young boy is sitting in a bathing suit and waiting for the next race;A kid is sitting wearing swim gear;A_entails_B;B_neutral_A;correct: A entails B;;;
9478;A black dog and a tan dog are fighting;Two dogs are fighting;A_entails_B;B_neutral_A;correct: A entails B;;;
9480;A black dog and a white dog are wrestling on the ground;Two dogs are fighting;A_entails_B;B_neutral_A;correct: A entails B;;;
9489;A cluster of four brown dogs are playing in a field of brown grass;Four dogs are playing in a area covered by grass;A_entails_B;B_neutral_A;correct: A entails B;;;
9491;A group of four brown dogs are playing in a field of brown grass;Four dogs are playing in a grassy area;A_entails_B;B_neutral_A;correct: A entails B;;;
9493;A cluster of four brown dogs are playing in a field of brown grass;Four dogs are playing in a grassy area;A_entails_B;B_neutral_A;correct: A entails B;;;
9494;The dog is having a nap in the park;The dog is having a rest in the park;A_entails_B;B_neutral_A;correct: A entails B;;;
9503;A brown puppy is gnawing a metallic post that is stuck in the ground;A brown dog is gnawing a metallic post that is stuck in the ground;A_entails_B;B_neutral_A;correct: A entails B;;;
